CustomerId,Complain,Satisfaction Score,Card Type,Point Earned
15791836,0,3,PLATINUM,242
15651554,1,1,SILVER,534
15583576,0,3,PLATINUM,743
15732740,0,3,GOLD,656
15723320,0,1,SILVER,652
15603851,1,1,PLATINUM,981
15777923,0,2,DIAMOND,686
15735719,0,4,SILVER,581
15703482,0,5,GOLD,257
15605835,0,3,PLATINUM,785
15664881,0,3,PLATINUM,907
15757568,0,5,GOLD,701
15792660,0,3,DIAMOND,762
15599722,1,5,PLATINUM,529
15726354,0,3,GOLD,499
15610355,0,5,GOLD,658
15704284,1,1,SILVER,888
15621893,0,4,PLATINUM,864
15588219,0,3,SILVER,527
15688619,0,5,SILVER,372
15765518,1,2,SILVER,848
15616931,0,4,DIAMOND,285
15758372,1,5,DIAMOND,603
15782591,0,3,SILVER,828
15612109,0,1,SILVER,586
15613712,0,5,SILVER,522
15639322,0,1,DIAMOND,836
15594349,0,3,DIAMOND,852
15574167,0,5,PLATINUM,770
15811842,0,2,DIAMOND,776
15648794,1,4,GOLD,611
15771211,0,1,DIAMOND,628
15588614,1,2,DIAMOND,647
15630698,1,5,GOLD,765
15694200,1,2,SILVER,447
15721426,1,5,DIAMOND,591
15725997,0,2,DIAMOND,659
15762138,0,4,DIAMOND,403
15750649,0,4,PLATINUM,862
15685706,0,2,PLATINUM,253
15641835,0,3,SILVER,580
15586821,0,3,GOLD,351
15569678,0,5,GOLD,296
15793842,0,1,DIAMOND,479
15667554,0,3,SILVER,241
15794479,0,5,GOLD,383
15585041,0,4,PLATINUM,413
15780650,0,3,GOLD,879
15780846,0,1,GOLD,251
15805260,1,3,PLATINUM,613
15621629,0,5,PLATINUM,368
15662151,0,5,SILVER,544
15747174,0,1,DIAMOND,889
15651585,0,3,DIAMOND,821
15649738,0,2,DIAMOND,613
15633108,0,2,DIAMOND,915
15769254,0,5,PLATINUM,903
15704746,0,3,GOLD,936
15637644,0,5,DIAMOND,560
15609562,0,5,SILVER,239
15787459,0,4,SILVER,645
15762902,0,5,GOLD,295
15738605,1,1,PLATINUM,751
15724889,0,3,GOLD,309
15730735,0,1,SILVER,570
15689147,0,1,PLATINUM,247
15730397,0,5,PLATINUM,523
15762169,1,1,SILVER,545
15589320,0,2,PLATINUM,403
15799211,0,3,GOLD,681
15798310,0,5,GOLD,592
15609998,1,2,PLATINUM,839
15583548,1,4,PLATINUM,375
15761763,0,5,GOLD,588
15764409,0,5,GOLD,656
15710161,0,4,SILVER,589
15735246,1,3,DIAMOND,400
15791700,1,4,PLATINUM,668
15670753,0,1,SILVER,668
15573876,0,4,SILVER,304
15770174,0,2,DIAMOND,635
15641114,0,1,PLATINUM,902
15682435,0,4,GOLD,797
15751788,0,3,GOLD,962
15672598,0,1,SILVER,515
15762803,0,5,PLATINUM,299
15812982,0,2,GOLD,450
15597901,0,4,PLATINUM,226
15731507,0,5,PLATINUM,516
15809826,1,5,PLATINUM,469
15764237,0,5,PLATINUM,868
15769917,0,5,DIAMOND,520
15641850,0,3,GOLD,817
15770974,0,1,SILVER,947
15803749,1,3,GOLD,326
15684999,0,3,DIAMOND,604
15770225,0,4,SILVER,293
15627484,0,4,PLATINUM,666
15610337,0,4,DIAMOND,411
15752488,0,2,PLATINUM,239
15610056,0,2,PLATINUM,305
15806049,0,1,DIAMOND,455
15736069,1,4,SILVER,704
15763662,0,2,DIAMOND,258
15615575,0,1,DIAMOND,523
15691723,0,1,DIAMOND,932
15774098,0,2,DIAMOND,805
15750808,0,5,GOLD,242
15744368,0,3,DIAMOND,808
15610594,0,3,GOLD,910
15756125,0,5,DIAMOND,293
15623277,0,3,SILVER,890
15795954,0,3,PLATINUM,950
15671969,0,3,GOLD,354
15791268,0,4,PLATINUM,652
15713655,1,2,GOLD,966
15633930,1,4,SILVER,320
15712849,1,3,PLATINUM,324
15639077,1,2,DIAMOND,981
15808784,0,5,PLATINUM,560
15648577,1,4,SILVER,808
15670345,0,3,SILVER,457
15633112,1,2,PLATINUM,219
15714397,0,3,SILVER,730
15780038,1,1,DIAMOND,257
15756305,0,2,PLATINUM,282
15578799,1,5,SILVER,428
15800326,0,3,DIAMOND,988
15785485,0,5,SILVER,530
15783958,0,1,PLATINUM,319
15727546,0,1,DIAMOND,749
15739576,0,4,PLATINUM,354
15631333,0,5,DIAMOND,236
15604782,0,2,DIAMOND,356
15589643,0,2,SILVER,795
15585533,0,5,PLATINUM,982
15681506,0,5,DIAMOND,303
15630551,0,1,DIAMOND,514
15698349,0,2,GOLD,624
15776631,0,1,PLATINUM,513
15762216,0,4,DIAMOND,223
15623927,0,5,DIAMOND,610
15681402,0,2,PLATINUM,366
15586264,1,4,DIAMOND,474
15594685,0,1,PLATINUM,265
15812945,0,2,DIAMOND,572
15734628,0,2,DIAMOND,311
15629323,1,3,SILVER,984
15666823,0,2,SILVER,261
15777553,1,4,GOLD,928
15613097,0,3,DIAMOND,550
15622217,1,1,DIAMOND,911
15703588,0,1,SILVER,862
15570835,1,2,DIAMOND,562
15679299,0,2,GOLD,535
15808044,1,3,GOLD,950
15579208,0,2,PLATINUM,730
15684951,1,5,DIAMOND,442
15667620,0,3,PLATINUM,767
15582960,0,5,PLATINUM,299
15590730,0,3,SILVER,848
15763747,0,1,GOLD,875
15778320,0,3,SILVER,616
15642787,0,4,GOLD,444
15624633,0,3,SILVER,811
15766765,0,5,SILVER,466
15783615,1,1,GOLD,712
15640161,0,5,GOLD,668
15619889,0,4,SILVER,727
15579166,0,1,DIAMOND,962
15789097,1,4,DIAMOND,930
15674880,0,1,GOLD,893
15778157,0,1,GOLD,698
15779064,0,3,PLATINUM,737
15801265,1,3,SILVER,709
15589204,0,5,GOLD,597
15664543,1,3,DIAMOND,497
15582714,1,3,GOLD,634
15797595,0,1,DIAMOND,295
15614034,0,1,DIAMOND,702
15763171,0,1,DIAMOND,876
15647266,0,3,GOLD,500
15757577,0,5,DIAMOND,762
15736656,0,1,PLATINUM,886
15635078,0,2,PLATINUM,952
15680141,0,4,SILVER,312
15576945,0,2,GOLD,352
15602034,0,5,PLATINUM,809
15732020,0,4,DIAMOND,913
15611029,0,1,GOLD,935
15621210,1,3,DIAMOND,726
15569222,0,1,PLATINUM,740
15664639,0,5,GOLD,796
15724223,1,5,DIAMOND,524
15644621,0,3,PLATINUM,701
15756056,0,1,DIAMOND,276
15700353,0,5,PLATINUM,526
15624388,1,5,DIAMOND,312
15627212,0,3,SILVER,882
15648005,0,4,SILVER,609
15681446,0,3,SILVER,638
15775888,0,2,GOLD,891
15749019,0,3,GOLD,577
15709928,0,5,SILVER,684
15784676,0,4,PLATINUM,837
15748116,0,5,SILVER,394
15612193,0,3,PLATINUM,931
15762984,0,2,DIAMOND,878
15613713,0,4,PLATINUM,528
15664204,0,1,SILVER,868
15639415,0,3,GOLD,801
15806332,0,2,SILVER,740
15614929,0,2,PLATINUM,371
15695492,0,2,GOLD,939
15635972,0,1,PLATINUM,512
15616380,0,4,SILVER,663
15581440,1,1,PLATINUM,356
15654390,1,5,GOLD,762
15660688,0,3,DIAMOND,303
15806307,0,2,SILVER,847
15647975,0,5,SILVER,637
15595728,1,3,SILVER,844
15735388,0,3,PLATINUM,433
15788535,0,2,SILVER,569
15765902,0,3,DIAMOND,826
15642345,1,4,PLATINUM,381
15641250,0,4,PLATINUM,814
15706163,1,2,SILVER,734
15746708,1,5,PLATINUM,248
15775203,0,2,DIAMOND,907
15787907,1,5,PLATINUM,512
15646764,1,2,PLATINUM,452
15678284,1,2,SILVER,515
15726791,1,4,DIAMOND,546
15813144,0,3,SILVER,675
15669342,0,1,PLATINUM,561
15710366,1,2,PLATINUM,748
15614934,0,2,SILVER,251
15588701,0,4,SILVER,305
15665438,0,5,PLATINUM,952
15644896,0,5,PLATINUM,723
15670205,0,4,PLATINUM,911
15635776,0,5,DIAMOND,546
15791053,1,5,GOLD,254
15644005,0,2,PLATINUM,702
15796343,0,5,PLATINUM,585
15751057,0,5,PLATINUM,763
15623430,0,3,GOLD,239
15682600,1,1,PLATINUM,637
15769312,0,5,PLATINUM,933
15708212,1,3,DIAMOND,884
15650258,0,4,GOLD,889
15604345,0,5,SILVER,447
15578297,1,2,GOLD,316
15671789,0,5,SILVER,499
15726186,0,3,PLATINUM,293
15764618,0,4,DIAMOND,818
15730738,0,1,SILVER,400
15637650,0,1,GOLD,291
15606267,0,3,SILVER,304
15625904,0,4,PLATINUM,316
15654463,0,3,DIAMOND,572
15774151,1,3,GOLD,451
15693259,0,2,GOLD,523
15642468,0,1,PLATINUM,222
15758531,0,5,DIAMOND,938
15728352,0,2,GOLD,408
15637240,0,5,GOLD,690
15595588,0,2,GOLD,545
15778395,1,2,SILVER,448
15711825,0,1,SILVER,227
15599251,0,5,GOLD,879
15570004,0,1,SILVER,777
15656912,0,3,PLATINUM,782
15657342,1,2,SILVER,823
15716284,0,5,SILVER,380
15672374,1,4,SILVER,555
15732476,0,3,PLATINUM,339
15747724,0,5,SILVER,991
15633877,0,5,SILVER,734
15672516,0,4,PLATINUM,935
15607827,0,5,DIAMOND,267
15751336,0,5,PLATINUM,274
15646539,0,4,DIAMOND,247
15756901,0,2,PLATINUM,712
15809286,1,3,DIAMOND,647
15759021,0,5,PLATINUM,980
15725039,0,2,GOLD,225
15579130,1,1,PLATINUM,904
15754112,0,2,SILVER,581
15735522,0,5,SILVER,458
15613326,0,2,DIAMOND,776
15739502,0,2,DIAMOND,803
15670914,0,3,GOLD,357
15604073,0,3,DIAMOND,784
15806027,1,1,DIAMOND,570
15574886,0,5,DIAMOND,904
15707120,0,2,PLATINUM,935
15800845,0,5,PLATINUM,473
15603914,1,4,PLATINUM,438
15722765,0,5,GOLD,419
15783305,0,3,SILVER,442
15574842,0,4,GOLD,630
15607837,0,3,DIAMOND,425
15714877,0,1,SILVER,934
15782941,0,3,PLATINUM,629
15630167,0,2,SILVER,254
15759038,0,3,GOLD,447
15661821,1,2,DIAMOND,863
15728006,0,4,GOLD,626
15712176,0,4,SILVER,834
15689351,1,1,DIAMOND,334
15782247,1,3,PLATINUM,530
15769064,1,2,PLATINUM,746
15718153,0,1,DIAMOND,793
15613189,1,5,PLATINUM,946
15661734,0,1,SILVER,246
15592645,0,5,SILVER,439
15768387,0,3,GOLD,927
15792525,1,5,GOLD,657
15586976,1,3,GOLD,420
15790659,0,4,SILVER,387
15691446,0,2,DIAMOND,439
15772632,0,3,DIAMOND,579
15706587,0,1,DIAMOND,615
15572461,0,4,PLATINUM,368
15654409,0,5,SILVER,310
15568025,0,4,PLATINUM,688
15715769,0,4,SILVER,459
15667458,0,1,SILVER,508
15567980,1,3,DIAMOND,649
15679294,0,5,GOLD,276
15606507,0,3,PLATINUM,747
15578825,0,2,GOLD,965
15619935,0,2,DIAMOND,841
15636089,1,4,DIAMOND,957
15727490,1,4,DIAMOND,308
15591766,0,1,DIAMOND,551
15641629,0,5,PLATINUM,818
15813303,0,1,PLATINUM,627
15756920,1,2,GOLD,615
15726403,1,2,PLATINUM,694
15592765,0,4,PLATINUM,658
15704442,1,4,DIAMOND,232
15641136,0,2,SILVER,627
15725818,0,1,GOLD,304
15612071,0,2,GOLD,816
15719809,0,2,DIAMOND,528
15716518,0,3,PLATINUM,342
15742210,0,2,PLATINUM,419
15630617,1,3,PLATINUM,357
15720838,0,5,GOLD,964
15595537,0,5,SILVER,398
15623196,0,1,SILVER,816
15679249,1,4,SILVER,453
15693199,1,2,GOLD,829
15661219,0,4,DIAMOND,534
15617136,0,1,GOLD,628
15760294,1,4,SILVER,358
15652808,0,4,SILVER,795
15657139,0,4,SILVER,306
15803790,0,4,DIAMOND,799
15764105,0,2,GOLD,372
15672610,0,1,PLATINUM,892
15766896,0,2,SILVER,809
15587735,0,4,DIAMOND,883
15659501,0,4,DIAMOND,351
15745001,0,2,GOLD,381
15651140,0,1,SILVER,373
15571148,0,5,GOLD,469
15776824,0,1,DIAMOND,892
15633141,0,2,PLATINUM,720
15764174,0,2,GOLD,516
15778155,1,3,SILVER,560
15715920,0,3,PLATINUM,565
15671917,0,2,PLATINUM,742
15666548,1,3,SILVER,586
15625623,0,3,GOLD,525
15748123,0,1,GOLD,817
15648735,0,5,GOLD,720
15634974,1,1,GOLD,516
15713378,0,1,DIAMOND,784
15753370,0,4,SILVER,490
15782659,0,3,SILVER,987
15583364,0,3,GOLD,988
15625942,0,4,SILVER,315
15720284,0,1,PLATINUM,476
15679642,0,2,DIAMOND,544
15628007,0,4,PLATINUM,572
15661974,0,1,GOLD,870
15689341,1,1,GOLD,889
15607993,0,2,PLATINUM,629
15693267,0,1,GOLD,564
15769522,0,2,DIAMOND,697
15755825,0,5,SILVER,888
15598175,0,1,GOLD,949
15744327,1,2,GOLD,344
15798666,0,5,SILVER,780
15577064,0,3,PLATINUM,757
15759436,1,2,PLATINUM,525
15690231,0,1,PLATINUM,739
15751561,1,2,DIAMOND,727
15739068,0,2,SILVER,537
15758056,0,4,DIAMOND,875
15742269,0,5,DIAMOND,896
15726490,1,4,GOLD,741
15738411,0,3,DIAMOND,244
15727919,0,2,GOLD,328
15709396,0,1,SILVER,361
15654106,0,1,SILVER,683
15621653,0,1,GOLD,660
15598086,1,2,DIAMOND,553
15752300,0,5,GOLD,837
15658693,0,3,DIAMOND,750
15631838,0,3,DIAMOND,386
15803804,0,4,GOLD,880
15578809,1,4,SILVER,741
15752026,1,2,PLATINUM,974
15723706,0,5,DIAMOND,574
15752838,0,2,PLATINUM,500
15569571,1,4,PLATINUM,400
15769703,1,1,SILVER,448
15679770,1,3,PLATINUM,755
15791102,1,5,DIAMOND,793
15655192,0,3,SILVER,888
15709487,0,3,GOLD,872
15687130,0,5,PLATINUM,929
15755178,1,5,SILVER,967
15634772,0,1,PLATINUM,686
15617197,1,2,SILVER,292
15631240,1,2,PLATINUM,608
15784301,0,2,SILVER,377
15631310,0,4,PLATINUM,238
15756560,0,3,PLATINUM,381
15732270,1,4,GOLD,869
15739357,0,2,SILVER,774
15771540,0,3,DIAMOND,416
15567486,0,4,DIAMOND,311
15714634,0,2,DIAMOND,265
15727021,0,5,GOLD,515
15650670,0,1,SILVER,975
15711834,1,4,GOLD,963
15729763,0,5,GOLD,601
15646566,0,5,PLATINUM,871
15645463,0,1,DIAMOND,557
15672144,1,1,SILVER,403
15596088,0,4,PLATINUM,726
15614878,0,2,SILVER,988
15635240,0,3,PLATINUM,425
15775905,1,4,PLATINUM,705
15700657,0,4,DIAMOND,413
15611905,0,5,SILVER,640
15652527,0,4,GOLD,973
15785865,0,3,DIAMOND,949
15645942,0,4,GOLD,490
15688691,1,2,GOLD,843
15592736,1,2,DIAMOND,289
15673529,0,5,DIAMOND,420
15724145,0,1,PLATINUM,564
15704629,0,4,SILVER,519
15597896,1,4,DIAMOND,342
15731790,1,3,DIAMOND,322
15634719,0,1,DIAMOND,349
15703205,0,4,SILVER,605
15567333,0,4,SILVER,754
15754537,0,4,SILVER,724
15612030,0,2,GOLD,664
15573242,0,5,PLATINUM,469
15601892,0,5,PLATINUM,983
15663885,0,3,SILVER,485
15701096,0,1,DIAMOND,830
15710450,0,5,GOLD,295
15790846,0,5,PLATINUM,808
15658956,0,1,DIAMOND,910
15755223,0,2,SILVER,357
15787318,1,3,SILVER,367
15737310,0,5,GOLD,957
15763665,0,5,GOLD,502
15668818,0,5,PLATINUM,482
15765812,0,5,DIAMOND,660
15704844,0,5,GOLD,679
15744582,1,3,SILVER,434
15616700,0,3,PLATINUM,292
15683521,0,5,GOLD,689
15583049,0,3,GOLD,806
15643752,0,5,SILVER,906
15620398,0,3,SILVER,558
15715707,0,2,DIAMOND,343
15814209,0,3,DIAMOND,400
15733768,0,4,SILVER,324
15755242,0,3,DIAMOND,257
15729412,0,3,PLATINUM,459
15746564,0,3,GOLD,509
15588446,0,5,SILVER,806
15665221,0,1,DIAMOND,716
15640846,1,5,SILVER,369
15700209,0,1,GOLD,575
15658360,0,3,SILVER,504
15602735,1,4,DIAMOND,489
15724834,0,5,GOLD,371
15800062,1,2,PLATINUM,240
15685300,0,4,DIAMOND,733
15760102,0,4,PLATINUM,960
15787026,0,4,SILVER,606
15653696,0,3,PLATINUM,772
15788946,0,5,PLATINUM,851
15600724,0,3,GOLD,886
15574324,0,3,DIAMOND,893
15707144,0,3,DIAMOND,624
15775891,1,5,GOLD,674
15711789,1,1,SILVER,651
15600879,0,3,DIAMOND,530
15681196,0,2,GOLD,230
15716000,0,1,DIAMOND,674
15766776,0,3,DIAMOND,999
15680278,1,2,PLATINUM,828
15688637,0,5,PLATINUM,900
15591179,0,3,GOLD,786
15677435,0,2,GOLD,621
15698619,0,1,DIAMOND,931
15581036,1,1,GOLD,778
15622117,0,2,SILVER,617
15599301,0,4,DIAMOND,659
15581548,0,2,SILVER,430
15586870,0,4,GOLD,262
15735263,0,4,SILVER,562
15765322,0,5,DIAMOND,453
15582944,0,1,DIAMOND,426
15687162,1,1,GOLD,933
15644962,0,3,PLATINUM,923
15612615,0,2,PLATINUM,850
15813439,0,5,SILVER,492
15604544,0,1,SILVER,563
15761348,0,4,PLATINUM,657
15785078,0,3,GOLD,805
15759874,1,1,PLATINUM,955
15643658,0,4,GOLD,325
15713267,0,1,SILVER,945
15737782,0,1,SILVER,512
15815490,1,3,SILVER,955
15679410,1,3,GOLD,726
15756241,0,4,GOLD,777
15688409,1,5,SILVER,489
15742272,1,3,SILVER,915
15717898,0,3,SILVER,406
15769582,0,2,GOLD,1000
15635660,1,5,GOLD,763
15576723,0,1,DIAMOND,741
15591577,0,1,GOLD,292
15582325,1,4,SILVER,771
15693947,0,5,PLATINUM,596
15760446,1,5,GOLD,753
15611105,0,4,PLATINUM,695
15630920,0,1,DIAMOND,518
15574910,0,5,DIAMOND,666
15756472,0,1,DIAMOND,399
15682890,0,3,PLATINUM,603
15641994,1,4,DIAMOND,784
15733297,0,4,SILVER,289
15767793,0,3,SILVER,380
15725698,0,5,PLATINUM,275
15813532,0,2,SILVER,269
15576760,0,3,GOLD,328
15732102,0,4,GOLD,839
15739046,0,3,PLATINUM,930
15631927,0,1,PLATINUM,626
15672115,0,4,DIAMOND,421
15618765,0,4,DIAMOND,478
15679148,0,5,GOLD,654
15728474,0,4,DIAMOND,801
15636999,1,4,DIAMOND,258
15754261,0,5,GOLD,365
15629150,0,5,DIAMOND,420
15736274,0,3,SILVER,341
15627697,0,4,GOLD,892
15721585,0,2,PLATINUM,354
15639946,1,2,SILVER,699
15792176,0,4,DIAMOND,970
15699450,0,1,PLATINUM,501
15729954,1,2,PLATINUM,471
15600103,0,4,DIAMOND,769
15786200,0,4,PLATINUM,363
15797010,0,5,DIAMOND,993
15670172,0,5,GOLD,623
15627352,1,1,PLATINUM,997
15622494,0,1,PLATINUM,538
15585835,0,1,PLATINUM,985
15595071,0,3,PLATINUM,873
15628203,0,5,PLATINUM,361
15667190,0,2,DIAMOND,374
15780212,0,1,GOLD,232
15766869,0,2,GOLD,725
15775741,0,4,GOLD,397
15628170,0,3,SILVER,504
15701318,0,1,PLATINUM,595
15710928,0,4,GOLD,940
15682547,0,3,DIAMOND,591
15631170,0,1,PLATINUM,364
15648702,0,1,GOLD,237
15783444,0,1,SILVER,444
15809178,1,2,PLATINUM,812
15806688,1,4,DIAMOND,873
15576824,1,3,DIAMOND,785
15675422,0,1,SILVER,629
15681550,0,5,SILVER,698
15812628,0,5,GOLD,364
15597951,0,1,PLATINUM,904
15807045,0,3,PLATINUM,287
15581748,0,5,GOLD,898
15770420,0,5,SILVER,887
15608230,0,3,SILVER,474
15730339,0,5,GOLD,317
15712584,0,2,DIAMOND,241
15592816,1,3,PLATINUM,223
15641480,0,1,PLATINUM,607
15708505,0,1,GOLD,513
15791131,0,2,DIAMOND,911
15618225,0,3,SILVER,612
15644724,0,1,GOLD,437
15662098,1,2,DIAMOND,676
15723894,0,3,SILVER,622
15787699,0,3,DIAMOND,981
15687738,0,1,DIAMOND,272
15576126,0,4,PLATINUM,880
15658889,1,1,DIAMOND,919
15667046,0,4,PLATINUM,582
15669957,0,2,DIAMOND,691
15655794,0,5,PLATINUM,675
15599829,0,3,PLATINUM,723
15753332,1,2,GOLD,382
15671124,0,5,DIAMOND,648
15767474,1,3,SILVER,259
15720671,0,1,PLATINUM,361
15626787,1,5,GOLD,921
15774491,0,3,SILVER,921
15579647,0,5,SILVER,262
15625522,0,1,GOLD,676
15765806,0,3,SILVER,251
15566708,1,3,DIAMOND,482
15668347,0,5,DIAMOND,813
15575214,0,5,SILVER,981
15591123,0,1,GOLD,888
15573280,0,3,GOLD,561
15589018,0,3,GOLD,802
15654495,0,5,DIAMOND,870
15597265,0,2,GOLD,780
15733876,0,4,SILVER,472
15677217,0,5,SILVER,554
15747265,0,5,GOLD,508
15713379,0,2,GOLD,829
15730433,1,5,PLATINUM,951
15693347,0,5,DIAMOND,862
15715465,0,3,DIAMOND,264
15680736,0,2,PLATINUM,374
15610765,0,1,DIAMOND,839
15650034,0,3,PLATINUM,434
15782468,1,3,PLATINUM,974
15685109,0,2,PLATINUM,680
15776233,1,1,DIAMOND,538
15761141,0,1,GOLD,750
15781702,0,2,GOLD,260
15790235,0,5,GOLD,998
15641416,1,3,GOLD,507
15775234,0,3,GOLD,239
15659475,0,3,SILVER,438
15642202,0,5,GOLD,798
15771417,1,5,SILVER,320
15585100,1,1,DIAMOND,946
15700487,1,4,GOLD,719
15726589,0,3,GOLD,361
15747503,1,3,DIAMOND,295
15595883,0,3,DIAMOND,572
15663826,0,1,DIAMOND,955
15742820,0,4,GOLD,921
15624793,0,2,SILVER,971
15597930,1,3,SILVER,374
15665110,0,2,DIAMOND,509
15770719,0,4,SILVER,221
15731327,0,1,SILVER,917
15576044,0,2,PLATINUM,588
15775662,0,3,SILVER,224
15646817,0,4,PLATINUM,401
15596060,0,5,SILVER,404
15723299,1,3,PLATINUM,616
15636982,0,1,SILVER,475
15751175,0,5,DIAMOND,708
15618936,1,4,PLATINUM,320
15787529,1,1,GOLD,354
15780128,0,4,PLATINUM,357
15615991,0,3,SILVER,911
15757001,0,1,SILVER,994
15595388,0,2,DIAMOND,757
15699550,0,1,GOLD,774
15581620,0,3,SILVER,793
15600934,1,2,PLATINUM,747
15738672,0,2,SILVER,449
15721307,0,4,GOLD,468
15619280,0,3,PLATINUM,637
15768244,0,3,GOLD,495
15806837,0,5,PLATINUM,968
15643496,0,4,PLATINUM,402
15813916,0,2,GOLD,588
15626385,0,4,PLATINUM,830
15603582,0,1,PLATINUM,824
15764351,0,3,DIAMOND,442
15667938,0,3,GOLD,859
15576360,0,5,SILVER,851
15628813,0,5,SILVER,299
15584190,0,1,GOLD,348
15716449,0,3,GOLD,399
15759913,0,5,PLATINUM,550
15701555,0,3,GOLD,899
15758482,0,4,GOLD,479
15758171,0,5,SILVER,249
15680346,0,4,PLATINUM,221
15649124,0,1,GOLD,531
15812917,0,2,DIAMOND,262
15768455,0,4,SILVER,797
15703059,0,3,DIAMOND,411
15646196,0,2,DIAMOND,419
15585451,0,3,PLATINUM,259
15714057,0,3,GOLD,345
15748473,0,3,PLATINUM,940
15785782,1,3,SILVER,497
15693233,0,2,PLATINUM,671
15757521,0,3,GOLD,331
15812513,1,2,SILVER,376
15674950,0,1,PLATINUM,581
15678572,1,4,DIAMOND,220
15713608,0,2,GOLD,914
15579262,0,1,PLATINUM,1000
15610426,0,4,DIAMOND,225
15776454,1,2,PLATINUM,709
15771483,0,1,DIAMOND,717
15648489,1,1,SILVER,726
15646609,0,5,GOLD,848
15693203,0,1,GOLD,857
15813067,1,5,GOLD,946
15769829,0,5,GOLD,253
15662434,0,3,DIAMOND,624
15773503,0,3,DIAMOND,921
15705890,0,2,GOLD,710
15711398,0,5,DIAMOND,476
15752375,0,1,PLATINUM,256
15659175,0,3,DIAMOND,690
15597033,0,2,DIAMOND,682
15590228,0,4,GOLD,995
15631848,0,1,PLATINUM,253
15654211,0,5,DIAMOND,658
15707968,1,3,PLATINUM,472
15594084,0,5,SILVER,992
15651093,0,5,GOLD,709
15798824,0,4,SILVER,759
15671591,1,1,GOLD,397
15707189,0,5,SILVER,874
15733581,0,4,GOLD,590
15641640,0,4,DIAMOND,716
15585284,0,5,PLATINUM,1000
15617866,0,1,PLATINUM,876
15667751,0,2,DIAMOND,677
15669411,1,5,DIAMOND,644
15789425,1,3,GOLD,964
15570943,0,2,DIAMOND,352
15685829,0,1,PLATINUM,936
15721917,0,4,PLATINUM,286
15776047,0,3,SILVER,475
15716024,0,5,SILVER,491
15675328,0,5,DIAMOND,599
15604314,0,5,DIAMOND,425
15658339,0,1,PLATINUM,504
15630402,0,5,GOLD,365
15689616,0,3,GOLD,287
15774224,0,2,GOLD,583
15701291,0,4,SILVER,319
15719606,0,4,GOLD,971
15644119,0,1,DIAMOND,241
15646859,0,5,DIAMOND,801
15606836,0,3,PLATINUM,324
15664150,0,3,GOLD,940
15624510,1,3,DIAMOND,457
15810944,0,4,PLATINUM,481
15668575,1,5,PLATINUM,410
15603246,0,2,GOLD,539
15804002,0,2,PLATINUM,459
15728773,0,2,GOLD,845
15598044,0,4,GOLD,917
15694829,0,2,PLATINUM,772
15600575,0,2,DIAMOND,340
15727311,0,5,GOLD,725
15570769,0,2,SILVER,366
15606274,0,4,GOLD,890
15746139,0,4,PLATINUM,640
15704987,0,1,SILVER,673
15628972,1,1,SILVER,896
15697686,0,3,SILVER,598
15733883,0,3,SILVER,223
15617482,1,4,GOLD,980
15704583,1,4,GOLD,327
15621083,1,2,DIAMOND,687
15649487,1,4,GOLD,502
15736760,0,4,SILVER,641
15714658,0,3,PLATINUM,348
15599081,0,1,GOLD,633
15705113,0,5,GOLD,449
15631159,0,2,GOLD,710
15792818,0,4,PLATINUM,662
15633531,0,2,GOLD,860
15744529,0,2,SILVER,960
15669656,0,4,DIAMOND,782
15581198,1,5,DIAMOND,749
15729054,0,5,DIAMOND,520
15573452,0,4,DIAMOND,809
15776733,0,4,PLATINUM,705
15724858,1,5,GOLD,746
15713144,0,5,GOLD,950
15690188,1,2,SILVER,715
15689425,0,2,SILVER,594
15671766,0,2,SILVER,785
15782806,0,4,DIAMOND,319
15764419,0,3,GOLD,480
15591915,1,2,GOLD,285
15772798,0,3,DIAMOND,979
15792008,0,3,SILVER,554
15715541,0,1,SILVER,988
15639277,0,5,DIAMOND,911
15798850,0,5,PLATINUM,722
15776348,1,3,GOLD,812
15727696,0,2,GOLD,638
15793813,0,1,SILVER,275
15694395,0,2,SILVER,271
15764195,0,2,PLATINUM,377
15744919,0,4,DIAMOND,763
15671655,1,4,DIAMOND,647
15654901,0,3,SILVER,800
15649136,0,1,GOLD,489
15775562,0,3,DIAMOND,290
15807481,0,4,SILVER,800
15642885,0,5,SILVER,630
15789109,1,5,GOLD,875
15814004,0,5,DIAMOND,885
15673619,0,5,SILVER,451
15595135,0,3,PLATINUM,977
15583681,0,3,GOLD,468
15605000,1,5,GOLD,230
15718071,0,1,SILVER,629
15679760,0,3,DIAMOND,804
15654574,0,5,PLATINUM,941
15577178,1,1,DIAMOND,351
15595324,1,3,GOLD,778
15756932,0,3,PLATINUM,291
15726358,0,4,DIAMOND,742
15595228,1,5,SILVER,666
15782530,0,5,PLATINUM,691
15592877,0,3,GOLD,351
15651983,1,2,DIAMOND,658
15746737,0,5,PLATINUM,558
15774179,0,2,SILVER,701
15667265,0,3,GOLD,797
15655123,1,2,PLATINUM,661
15595917,0,4,DIAMOND,778
15668385,0,4,SILVER,716
15709476,0,2,GOLD,252
15711218,0,4,PLATINUM,346
15798659,0,5,PLATINUM,989
15663939,0,4,DIAMOND,249
15694946,0,2,DIAMOND,569
15631912,0,3,PLATINUM,938
15768816,0,3,PLATINUM,628
15682268,1,4,SILVER,244
15684801,1,4,DIAMOND,334
15636428,1,2,SILVER,919
15809823,0,2,SILVER,894
